provider_id,agency,address,city,state,zip_code,total_episodes,distinct_beneficiaries,total_visits_episode,sn_episode,pt_episode,ot_episode,st_episode,hha_episode,msw_episode,total_charge,medicare_payment,expected_payment,outlier_payment,lupa_episodes,lupa_payment,age,num_male,num_female,non_dual,dual,white,black,asian,hispanic,alaskan,unknown_race,hcc_score,atrial_fib,alzheimer,asthma,cancer,chf,kidney_disease,copd,depression,diabetes,hyperlipidemia,hypertension,ihd,osteoporosis,ra_oa,schizophrenia,stroke
673142,AMBER HOME HEALTH CARE,305 CIMARRON TRAIL STE 130,IRVING,TX,75063,104,28,18.7,9.1,2.1,0.4,0.2,7.0,0.0,265126,239363,244034,1.5,82.65297817240103,37005.32767333738,82,148.88794661476436,240.74767134714307,15.0,13.0,18.0,62.85785306573375,11.322109724511419,42.95054822107854,0.0,0.0,2.59,0.07143,0.46429,0.39286,0.035710000000000006,0.53571,0.60714,0.39286,0.53571,0.46429,0.39286,0.6981227322404372,0.46429,0.10714000000000001,0.53571,0.0,0.17857
157630,DIVINE HOME HEALTHCARE INC,5215 N BEND DR,FORT WAYNE,IN,46804,32,29,18.0,5.3,8.7,1.7,0.7,1.7,0.0,84050,103167,114476,0.0,82.65297817240103,37005.32767333738,72,148.88794661476436,240.74767134714307,294.5755592756049,123.72302541470096,21.0,62.85785306573375,11.322109724511419,42.95054822107854,0.0,5.6916133884919144,2.63,0.17240999999999998,0.41379,0.34483,0.10345,0.41379,0.58621,0.24138,0.48276,0.44828,0.58621,0.6981227322404372,0.41379,0.17240999999999998,0.5990698110211211,0.17240999999999998,0.10345
27006,FAIRBANKS MEMORIAL HOSPITAL HHA,"1302 21ST AVENUE, FLOOR 2",FAIRBANKS,AK,99701,242,185,12.5,5.9,5.1,0.0,0.0,1.3,0.0,609136,730328,689813,0.1,72.0,32085.0,76,86.0,99.0,122.0,63.0,144.0,62.85785306573375,11.322109724511419,42.95054822107854,25.0,5.6916133884919144,2.05,0.16757,0.44865,0.29189,0.13514,0.34595,0.42703,0.25945999999999997,0.39459,0.42162,0.37838,0.6981227322404372,0.38378,0.11350999999999999,0.49188999999999994,0.04324,0.1027
497417,FIRST DOMINION HOME HEALTH CARE,2808 OLD FOREST ROAD,LYNCHBURG,VA,24501,122,88,18.3,10.7,5.2,1.1,0.0,1.2,0.0,396018,331741,365421,1.9,18.0,6488.0,68,44.0,44.0,56.0,32.0,58.0,28.0,0.0,42.95054822107854,0.0,5.6916133884919144,2.42,0.13635999999999998,0.22726999999999997,0.28409,0.10227,0.31818,0.55682,0.26136,0.30682,0.45455,0.55682,0.6981227322404372,0.47726999999999997,0.09091,0.54545,0.06817999999999999,0.10227
58283,MAJESTY HOME HEALTH,18527 ROSCOE BLVD,NORTHRIDGE,CA,91324,232,91,13.8,9.0,4.5,0.1,0.0,0.2,0.1,389486,697969,586693,0.0,19.0,10045.0,77,28.0,63.0,17.0,74.0,15.0,62.85785306573375,22.0,42.0,0.0,5.6916133884919144,2.35,0.0989,0.34066,0.37363,0.06592999999999999,0.5824199999999999,0.45055,0.32966999999999996,0.17582,0.6044,0.6593399999999999,0.6981227322404372,0.68132,0.10989000000000002,0.5990698110211211,0.05495,0.07692
237509,FIRST CARE INTEGRATED HEALTH SERVICES,"28043 HOOVER ROAD, SUITE B-1",WARREN,MI,48093,301,156,15.0,5.1,8.8,0.3,0.2,0.6,0.0,845319,939498,1012962,0.0,82.65297817240103,37005.32767333738,76,39.0,117.0,60.0,96.0,64.0,89.0,0.0,42.95054822107854,0.0,5.6916133884919144,2.48,0.15385,0.35896999999999996,0.44872,0.07692,0.48077,0.41667,0.4359,0.38461999999999996,0.46795,0.622411941260745,0.6981227322404372,0.5436718439253556,0.08974,0.5990698110211211,0.08974,0.14744000000000002
458056,CONNALLY MEMORIAL HOME HEALTH,497 10TH STREET SUITE #202,FLORESVILLE,TX,78114,226,128,20.2,8.1,8.5,0.7,0.7,2.2,0.0,571916,677743,771606,0.6,16.0,5015.0,77,49.0,79.0,95.0,33.0,91.0,62.85785306573375,11.322109724511419,32.0,1.333392101551481,5.6916133884919144,2.59,0.21875,0.27344,0.375,0.11719,0.50781,0.65625,0.34375,0.28906,0.54688,0.622411941260745,0.6981227322404372,0.5625,0.10937999999999999,0.64844,0.01563,0.15625
103154,CARING FOR YOU HOME HEALTH INC,16969 NW 67TH AVE STE 204,HIALEAH,FL,33015,408,244,31.5,16.7,11.2,1.2,0.1,2.3,0.0,1334764,1978959,1907661,9.1,82.65297817240103,37005.32767333738,76,88.0,156.0,15.0,229.0,16.0,62.85785306573375,11.322109724511419,220.0,0.0,0.0,1.98,0.08197,0.68852,0.38934,0.06557,0.34426,0.38525,0.44672,0.48361000000000004,0.56557,0.7377,0.6981227322404372,0.60246,0.28279,0.5990698110211211,0.29508,0.06557
147841,ENTERA HEALTHCARE,3349 W MAIN STREET,SKOKIE,IL,60076,941,418,16.9,8.6,5.5,1.6,0.1,1.0,0.0,3916928,2947020,2898008,0.2,66.0,29128.0,77,150.0,268.0,243.0,175.0,247.0,85.0,12.0,70.0,1.333392101551481,5.6916133884919144,2.78,0.24163,0.45693999999999996,0.33732,0.13158,0.5622,0.53828,0.31818,0.4067,0.54067,0.69617,0.6981227322404372,0.5334899999999999,0.16507,0.5990698110211211,0.13635999999999998,0.12919
37037,KINDRED AT HOME,"16620 NORTH 40TH STREET, SUITE D4",PHOENIX,AZ,85032,3313,2520,18.6,5.6,9.2,1.9,0.5,1.3,0.2,15839018,12311384,12280027,0.5,257.0,117242.0,78,971.0,1549.0,2306.0,214.0,2263.0,76.0,24.0,111.0,17.0,29.0,1.94,0.21786,0.28889000000000004,0.275,0.16032000000000002,0.2881,0.45556,0.23254,0.325,0.35238,0.66865,0.6981227322404372,0.46071000000000006,0.17421,0.5990698110211211,0.0377,0.11587
267032,HOMETOWN HOMECARE,101 FURR STREET,FAYETTE,MO,65248,347,256,16.1,6.0,3.6,1.9,0.3,4.1,0.1,565116,806128,959047,1.1,24.0,9130.0,78,92.0,164.0,217.0,39.0,251.0,62.85785306573375,0.0,0.0,0.0,5.6916133884919144,1.68,0.22266,0.26563000000000003,0.30859000000000003,0.10937999999999999,0.39063000000000003,0.40234000000000003,0.29297,0.33203,0.35938000000000003,0.58203,0.6981227322404372,0.48047,0.12891,0.64844,0.027339999999999996,0.11327999999999999
327200,COMPASSUS HOME HEALTH ALBUQUERQUE NM,"4308 CARLISLE BOULEVARD NE, SUITE 202",ALBUQUERQUE,NM,87107,1039,761,18.7,5.6,7.7,3.3,0.5,1.5,0.1,2828798,3423965,3647180,1.3,173.0,74916.0,75,316.0,445.0,527.0,234.0,442.0,20.0,11.322109724511419,249.0,26.0,5.6916133884919144,1.94,0.14849,0.23915999999999998,0.29566,0.09461,0.2707,0.46781000000000006,0.25361,0.37451,0.40473000000000003,0.523,0.6981227322404372,0.37451,0.15506,0.57424,0.045989999999999996,0.09197999999999999
147611,COTTAGE HOME HEALTH,799 N HENDERSON STREET,GALESBURG,IL,61401,238,169,13.6,7.2,5.4,0.7,0.0,0.3,0.0,629005,664132,738772,0.0,27.0,9966.0,79,66.0,103.0,125.0,44.0,162.0,62.85785306573375,0.0,42.95054822107854,1.333392101551481,5.6916133884919144,2.21,0.24852,0.2426,0.44378999999999996,0.14201,0.49112,0.52071,0.44378999999999996,0.30178,0.4497,0.5858,0.6981227322404372,0.50888,0.07101,0.54438,0.05917000000000001,0.08876
677940,HOUSE CALLS SKILLED SERVICES,7002 MCPHERSON SUITE 101,LAREDO,TX,78041,191,77,13.9,8.9,1.0,0.4,0.0,3.7,0.0,405721,329504,398730,1.8,17.0,4545.0,79,25.0,52.0,25.0,52.0,309.5790838375108,0.0,0.0,75.0,0.0,5.6916133884919144,2.64,0.06494,0.50649,0.32468,0.14286,0.31169,0.46753,0.28570999999999996,0.36364,0.67532,0.6623399999999999,0.6981227322404372,0.62338,0.36364,0.5990698110211211,0.05195,0.06494
497684,VIRGINIA HEALTHCARE SERVICES OF RICHMOND LLC,9410 ATLEE COMMERCE BLVD - SUITE 3,ASHLAND,VA,23005,62,47,12.8,5.0,6.1,0.0,0.0,1.7,0.0,120356,154706,161524,0.0,82.65297817240103,37005.32767333738,73,16.0,31.0,25.0,22.0,18.0,28.0,11.322109724511419,0.0,0.0,5.6916133884919144,3.66,0.17021,0.44681000000000004,0.42553,0.10638,0.55319,0.70213,0.44681000000000004,0.53191,0.57447,0.65957,0.6981227322404372,0.70213,0.08511,0.5957399999999999,0.14894000000000002,0.10638
368150,PROTEM HOMECARE,3535 LEE ROAD,SHAKER HEIGHTS,OH,44120,95,53,34.9,26.5,3.5,0.4,0.0,4.8,0.0,656468,268159,264835,8.9,82.65297817240103,37005.32767333738,70,20.0,33.0,18.0,35.0,309.5790838375108,44.0,0.0,0.0,0.0,5.6916133884919144,3.93,0.07547000000000001,0.35849000000000003,0.37736,0.07547000000000001,0.56604,0.67925,0.39623,0.35849000000000003,0.69811,0.58491,0.6981227322404372,0.49057,0.09434,0.69811,0.0566,0.22641999999999998
147660,PROFESSIONAL HOME CARE ADVANTA,2521 RIDGE ROAD SUITE 1,LANSING,IL,60438,249,98,10.7,8.5,1.7,0.5,0.0,0.0,0.0,399418,639054,628989,0.0,82.65297817240103,37005.32767333738,68,35.0,63.0,35.0,63.0,309.5790838375108,85.0,0.0,42.95054822107854,0.0,5.6916133884919144,2.41,0.09183999999999999,0.35714,0.52041,0.07143,0.61224,0.62245,0.4898,0.36735,0.71429,0.622411941260745,0.6981227322404372,0.7449,0.2449,0.5990698110211211,0.09183999999999999,0.16327
147873,"RAINBOW HEALTH CARE SERVICES, P C","101 ROYCE ROAD, STE 20",BOLINGBROOK,IL,60440,236,82,13.4,8.4,4.3,0.2,0.0,0.5,0.0,496016,636400,626265,0.0,82.65297817240103,37005.32767333738,79,32.0,50.0,57.0,25.0,27.0,46.0,11.322109724511419,42.95054822107854,0.0,0.0,2.23,0.18293,0.40244,0.42683000000000004,0.20731999999999998,0.63415,0.69512,0.37805,0.34146,0.71951,0.7317100000000001,0.6981227322404372,0.68293,0.23171,0.5990698110211211,0.048780000000000004,0.13415
557020,INTERIM HEALTHCARE OF SAN DIEGO COUNTY,"5625 RUFFIN ROAD, SUITE 225",SAN DIEGO,CA,92123,622,470,16.9,7.9,6.4,1.4,0.5,0.5,0.2,1751938,2428042,2110429,1.4,67.0,28413.0,78,211.0,259.0,361.0,109.0,317.0,42.0,35.0,58.0,1.333392101551481,5.6916133884919144,2.02,0.16383,0.29574,0.27447,0.12553,0.35106,0.4766,0.26596,0.38511,0.43404,0.45319,0.6981227322404372,0.47447,0.15745,0.43404,0.04894,0.10213
677923,PASSIONATE CARE HOME HEALTH SERVICES INC,9696 SKILLMAN STREET STE. 385,DALLAS,TX,75243,98,22,8.7,8.4,0.4,0.0,0.0,0.0,0.0,173998,187710,192613,0.0,82.65297817240103,37005.32767333738,69,148.88794661476436,240.74767134714307,294.5755592756049,123.72302541470096,309.5790838375108,21.0,0.0,0.0,0.0,5.6916133884919144,1.92,0.09091,0.22726999999999997,0.63636,0.09091,0.45455,0.31818,0.5,0.45455,0.54545,0.63636,0.6981227322404372,0.27273000000000003,0.04545,0.5990698110211211,0.18182,0.04545
747886,BETHANY HOME HEALTH SERVICES,3002 MOORES LANE,TEXARKANA,TX,75503,359,96,13.7,8.6,2.7,0.8,0.1,1.5,0.0,720204,728534,918656,0.1,17.0,5155.0,77,44.0,52.0,64.0,32.0,73.0,19.0,0.0,42.95054822107854,1.333392101551481,5.6916133884919144,2.08,0.25,0.3125,0.35417,0.13542,0.55208,0.4375,0.33333,0.36458,0.39583,0.58333,0.6981227322404372,0.625,0.13542,0.5990698110211211,0.04167,0.14583
677984,EVENING STAR HEALTHCARE INC,6111 EVENING SUN CT,RICHMOND,TX,77469,202,46,12.1,11.6,0.4,0.1,0.0,0.0,0.0,341577,412549,429206,0.1,0.0,37005.32767333738,73,18.0,28.0,294.5755592756049,123.72302541470096,309.5790838375108,15.0,0.0,30.0,0.0,5.6916133884919144,1.92,0.06522,0.28261,0.21739,0.08696,0.23913,0.3913,0.15217,0.28261,0.67391,0.58696,0.6981227322404372,0.34783000000000003,0.19565,0.54348,0.0,0.1087
679105,HEARTBEAT HOME HEALTH AGENCY LTD LLP,3939 E HIGHWAY 80 SUITE 470,MESQUITE,TX,75150,108,62,25.1,11.0,5.7,0.1,0.1,8.2,0.0,323232,343184,323675,8.4,82.65297817240103,37005.32767333738,76,15.0,47.0,43.0,19.0,44.0,14.0,0.0,42.95054822107854,0.0,5.6916133884919144,2.69,0.20968,0.46774,0.37096999999999997,0.17742,0.41935,0.59677,0.30645,0.46774,0.46774,0.69355,0.6981227322404372,0.48386999999999997,0.22580999999999998,0.7258100000000001,0.08065,0.19355
497040,TWIN COUNTY REGIONAL HOME HEALTH,"818 GLENDALE ROAD, SUITE 1",GALAX,VA,24333,590,408,18.7,9.1,5.5,0.7,0.2,3.2,0.2,1617496,1454409,1751268,0.4,84.0,27612.0,78,156.0,252.0,255.0,153.0,397.0,62.85785306573375,0.0,42.95054822107854,0.0,5.6916133884919144,1.94,0.21814,0.28922,0.40196,0.1299,0.3799,0.54902,0.39216,0.31127,0.41422,0.55147,0.6981227322404372,0.46568999999999994,0.09068999999999999,0.48775,0.05392,0.10049
109077,"CONTINENTAL HOME HEALTH CARE, INC",4345 SW 72ND AVE STE D,MIAMI,FL,33155,65,35,38.7,25.0,6.4,0.6,0.2,7.6,0.0,388351,262903,246814,9.8,0.0,37005.32767333738,79,148.88794661476436,240.74767134714307,294.5755592756049,123.72302541470096,0.0,0.0,11.322109724511419,34.0,0.0,5.6916133884919144,2.79,0.057139999999999996,0.6,0.37143000000000004,0.08571000000000001,0.37143000000000004,0.45714,0.4,0.34286,0.65714,0.65714,0.6981227322404372,0.6,0.28570999999999996,0.5990698110211211,0.14286,0.028569999999999998
447505,AMEDISYS HOME HEALTH CARE,1500 WEST ELK AVENUE SUITE 201,ELIZABETHTON,TN,37643,828,464,22.0,8.2,7.9,4.1,0.9,0.5,0.4,3753498,2588849,3278096,0.3,83.0,26131.0,79,155.0,309.0,295.0,169.0,457.0,62.85785306573375,0.0,42.95054822107854,0.0,0.0,2.23,0.23276,0.32974000000000003,0.34483,0.14655,0.50216,0.50431,0.31897,0.40948,0.46552,0.55388,0.6981227322404372,0.5474100000000001,0.15086,0.59267,0.07973999999999999,0.09483
527019,CHIPPEWA COUNTY PUBLIC HEALTH,711 N BRIDGE ST  ROOM 121,CHIPPEWA FALLS,WI,54729,212,107,20.6,6.5,5.3,1.8,0.0,7.1,0.0,684615,621370,643354,0.5,33.0,9426.0,80,37.0,70.0,75.0,32.0,107.0,0.0,0.0,0.0,0.0,0.0,2.46,0.29907,0.24299,0.33645,0.08411,0.54206,0.64486,0.35514,0.39252,0.51402,0.71963,0.6981227322404372,0.52336,0.18692,0.6729,0.02804,0.08411
58154,INTEGRITY HOME CARE CORPORATION,"8954 RESEDA BLVD, STE 201",NORTHRIDGE,CA,91324,303,131,18.5,12.6,3.7,0.5,0.0,1.6,0.1,946688,1021610,813289,5.3,14.0,6025.0,80,68.0,63.0,82.0,49.0,72.0,62.85785306573375,15.0,32.0,0.0,5.6916133884919144,2.89,0.22901,0.35115,0.32824000000000003,0.16030999999999998,0.61832,0.61069,0.27481,0.41985,0.48855,0.622411941260745,0.6981227322404372,0.64885,0.12977,0.61069,0.1145,0.12977
297195,RECOVERY HOME HEALTH AGENCY,1913 BROKEN LANCE AVE,NORTH LAS VEGAS,NV,89031,279,124,14.3,10.1,1.3,1.5,0.0,1.4,0.0,534238,830184,722375,0.4,82.65297817240103,37005.32767333738,65,43.0,81.0,33.0,91.0,54.0,41.0,11.322109724511419,20.0,1.333392101551481,5.6916133884919144,2.72,0.06452000000000001,0.37096999999999997,0.56452,0.048389999999999996,0.33065,0.62903,0.55645,0.62097,0.67742,0.57258,0.6981227322404372,0.46774,0.04032,0.7419399999999999,0.30645,0.1371
237126,NORTH OTTAWA HOME CARE NURSING,"1061 S BEACON BLVD, SUITE 100",GRAND HAVEN,MI,49417,434,317,17.5,7.9,3.8,2.2,0.4,2.6,0.5,1131393,1139564,1253359,0.8,51.0,21526.0,81,112.0,205.0,259.0,58.0,308.0,62.85785306573375,0.0,42.95054822107854,0.0,5.6916133884919144,2.02,0.23344,0.37539,0.23028,0.16404000000000002,0.43849,0.49527,0.21450999999999998,0.42901999999999996,0.33123,0.65615,0.6981227322404372,0.44795,0.16404000000000002,0.6593100000000001,0.03785,0.08517000000000001
458324,KNOX COUNTY HOSPITAL HOME CARE,701 SOUTH 5TH STREET,KNOX CITY,TX,79529,361,98,16.6,7.5,1.3,0.0,0.8,7.1,0.0,1126070,593451,703394,0.6,82.65297817240103,37005.32767333738,80,36.0,62.0,56.0,42.0,74.0,62.85785306573375,0.0,16.0,0.0,5.6916133884919144,1.89,0.21429,0.41836999999999996,0.30612,0.09183999999999999,0.35714,0.33673000000000003,0.29591999999999996,0.43878,0.38776,0.43878,0.6981227322404372,0.5612199999999999,0.12245,0.66327,0.08163,0.10203999999999999
57190,PATHWAYS HOME HEALTH AND HOSPICE,585 NORTH MARY AVENUE,SUNNYVALE,CA,94085,2055,1384,15.2,8.0,4.3,1.5,0.2,1.0,0.2,11964275,9122772,5803662,0.4,342.0,238914.0,81,526.0,858.0,1180.0,204.0,1096.0,44.0,129.0,83.0,0.0,32.0,2.05,0.27384000000000003,0.31214000000000003,0.2565,0.17919000000000002,0.36344,0.47471,0.21170999999999998,0.33598,0.30564,0.6091,0.6981227322404372,0.43714,0.17557999999999999,0.4935,0.04408,0.1091
679048,SETON HOME CARE,"1300 DACY LANE, SUITE 170",KYLE,TX,78640,78,54,20.3,10.9,6.3,1.4,0.9,0.3,0.7,283136,242012,253979,0.2,82.65297817240103,37005.32767333738,78,21.0,33.0,43.0,11.0,46.0,62.85785306573375,0.0,42.95054822107854,0.0,0.0,2.06,0.24074,0.33333,0.37037,0.14815,0.48148,0.48148,0.35185,0.38889,0.31481,0.62963,0.6981227322404372,0.64815,0.16667,0.59259,0.0,0.07407000000000001
673136,AMAZING GRACE NURSING SERVICES,8200 WEDNESBURY  265,HOUSTON,TX,77074,636,150,10.9,9.6,1.2,0.2,0.0,0.0,0.0,1312657,1286265,1339565,0.0,17.0,6931.0,68,53.0,97.0,39.0,111.0,26.0,86.0,11.322109724511419,37.0,0.0,5.6916133884919144,3.17,0.06667000000000001,0.32666999999999996,0.39333,0.07332999999999999,0.54667,0.64667,0.37333,0.34,0.61333,0.622411941260745,0.6981227322404372,0.68667,0.09333,0.72,0.09333,0.09333
227486,"BROOKSBY VILLAGE, INC",300 BROOKSBY VILLAGE DRIVE,PEABODY,MA,1960,284,232,16.6,6.5,5.4,3.1,0.3,1.2,0.0,875272,974935,906854,0.2,26.0,13109.0,87,67.0,165.0,294.5755592756049,123.72302541470096,227.0,62.85785306573375,11.322109724511419,42.95054822107854,0.0,0.0,2.14,0.39655,0.36207,0.25,0.2069,0.42672,0.75,0.20259000000000002,0.49568999999999996,0.28017,0.68534,0.6981227322404372,0.51293,0.26724000000000003,0.56897,0.06034,0.15517
57163,VISITING NURSE AND HOSPICE CARE OF SANTA BARBARA,"512 EAST GUTIERREZ STREET, SUITE B",SANTA BARBARA,CA,93103,1582,1201,14.2,5.7,5.5,1.2,0.4,1.3,0.2,3921528,5872352,4764859,0.4,250.0,135384.0,80,482.0,719.0,983.0,218.0,985.0,24.0,11.322109724511419,137.0,1.333392101551481,23.0,2.04,0.24395999999999998,0.29059,0.22480999999999998,0.15903,0.33805,0.42132,0.204,0.33721999999999996,0.32306,0.5995,0.6981227322404372,0.40799,0.204,0.597,0.04163,0.11407
108461,HYGEIA HOME HEALTH LLC,13787 BELCHER RD S STE 200,LARGO,FL,33771,1259,795,22.9,10.0,8.2,2.3,0.9,1.2,0.2,3743347,4599994,4852095,4.2,98.0,38527.0,79,299.0,496.0,574.0,221.0,723.0,37.0,11.322109724511419,21.0,0.0,5.6916133884919144,2.52,0.22641999999999998,0.41761000000000004,0.35094000000000003,0.1434,0.40126,0.5195,0.33585,0.5220100000000001,0.42138000000000003,0.68428,0.6981227322404372,0.58868,0.17987,0.61635,0.08805,0.11572
17166,GENTIVA HEALTH SERVICES,118 6TH STREET SOUTH,CLANTON,AL,35045,463,254,21.5,6.0,9.4,2.8,0.3,3.0,0.0,1776102,1520115,1791297,0.2,36.0,11032.0,75,87.0,167.0,213.0,41.0,220.0,30.0,11.322109724511419,42.95054822107854,0.0,0.0,2.19,0.21654,0.2874,0.35039000000000003,0.14961,0.41731999999999997,0.61024,0.3189,0.37401999999999996,0.43701,0.64173,0.6981227322404372,0.56299,0.12598,0.65354,0.06692999999999999,0.12598
457968,NURSING CARE OF TEXAS,1113 LAON LANE,DESOTO,TX,75115,137,35,12.3,7.6,0.5,0.2,0.0,3.9,0.0,219901,247874,254859,0.0,82.65297817240103,37005.32767333738,75,148.88794661476436,240.74767134714307,12.0,23.0,309.5790838375108,28.0,0.0,42.95054822107854,0.0,0.0,2.04,0.08571000000000001,0.34286,0.34286,0.08571000000000001,0.34286,0.5142899999999999,0.31429,0.37143000000000004,0.54286,0.65714,0.6981227322404372,0.54286,0.11429,0.65714,0.057139999999999996,0.11429
157243,GREAT LAKES CARING,334 N ENTERPRISE DR,WARSAW,IN,46580,223,163,18.4,6.3,6.2,1.6,0.9,3.2,0.2,865324,650420,730821,0.8,52.0,18629.0,76,63.0,100.0,111.0,52.0,157.0,62.85785306573375,0.0,42.95054822107854,0.0,5.6916133884919144,2.11,0.19632,0.33742,0.41718,0.1411,0.39876999999999996,0.49693000000000004,0.41718,0.42331,0.46626000000000006,0.66871,0.6981227322404372,0.53374,0.19018,0.61963,0.08589,0.07975
147088,SSM HEALTH AT HOME HEALTH-ILLINOIS,2 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,1309,1058,13.7,7.1,4.6,1.6,0.0,0.2,0.2,4069002,3482741,3854581,0.1,116.0,53179.0,75,421.0,637.0,756.0,302.0,998.0,40.0,11.322109724511419,42.95054822107854,0.0,5.6916133884919144,2.17,0.22684,0.21172,0.44233999999999996,0.17297,0.45085,0.55955,0.42911000000000005,0.38563000000000003,0.45274,0.6483899999999999,0.6981227322404372,0.5897899999999999,0.12949000000000002,0.5756100000000001,0.024569999999999998,0.13705
517137,ALTERNATIVE HOME HEALTH,520 NATIONAL ROAD,WHEELING,WV,26003,89,68,22.2,8.9,10.9,2.0,0.1,0.3,0.1,262255,252921,343669,0.4,82.65297817240103,37005.32767333738,76,16.0,52.0,57.0,11.0,67.0,0.0,11.322109724511419,0.0,0.0,5.6916133884919144,1.7,0.13235,0.19118,0.42646999999999996,0.17647000000000002,0.30882,0.36765,0.35294000000000003,0.30882,0.39705999999999997,0.7058800000000001,0.6981227322404372,0.55882,0.14706,0.67647,0.058820000000000004,0.058820000000000004
239226,GREAT LAKES HOME HEALTH CARE AGENCY,3232 FASHION SQUARE BLVD,SAGINAW,MI,48603,1712,1083,16.8,6.5,7.2,1.5,0.1,1.3,0.2,5752130,5296019,5625671,0.0,167.0,64069.0,76,364.0,719.0,637.0,446.0,729.0,305.0,16.0,28.0,1.333392101551481,5.6916133884919144,2.56,0.1662,0.51708,0.47922,0.11819,0.48568999999999996,0.55309,0.45798999999999995,0.48846000000000006,0.53278,0.6362,0.6981227322404372,0.7036,0.12835,0.5990698110211211,0.14866,0.13480999999999999
248052,ESSENTIA HEALTH HOME CARE WEST,114 FRAZEE STREET EAST,DETROIT LAKES,MN,56501,521,435,14.7,5.9,4.6,2.9,0.3,1.0,0.1,1358533,1448691,1649349,0.0,54.0,18578.0,79,160.0,275.0,371.0,64.0,414.0,62.85785306573375,0.0,42.95054822107854,1.333392101551481,5.6916133884919144,1.88,0.21839,0.2069,0.31494,0.15402000000000002,0.35862,0.50575,0.28046,0.38850999999999997,0.36782,0.62989,0.6981227322404372,0.42299,0.17471,0.53103,0.04138,0.08736000000000001
747454,PARKER HEALTH CARE SERVICES INC,9415 SASSAFRAS DR,DALLAS,TX,75217,109,29,14.4,8.3,0.2,0.0,0.0,5.9,0.0,265387,204279,209822,0.0,82.65297817240103,37005.32767333738,68,148.88794661476436,240.74767134714307,15.0,14.0,309.5790838375108,24.0,0.0,0.0,0.0,5.6916133884919144,2.94,0.17240999999999998,0.37931,0.24138,0.034480000000000004,0.55172,0.44828,0.24138,0.34483,0.55172,0.68966,0.6981227322404372,0.65517,0.24138,0.5990698110211211,0.06897,0.10345
148172,EVERGREEN HOME HEALTH CARE,2420 RAVINE WAY SUITE 200,GLENVIEW,IL,60025,309,153,20.1,8.7,7.3,1.8,0.4,1.6,0.3,1369695,1101209,1083993,0.0,19.0,6213.0,74,58.0,95.0,69.0,84.0,55.0,59.0,20.0,18.0,1.333392101551481,5.6916133884919144,2.6,0.18954000000000001,0.4183,0.28758,0.0915,0.47058999999999995,0.5817,0.24183000000000002,0.38561999999999996,0.54902,0.54902,0.6981227322404372,0.52288,0.07843,0.67974,0.10457999999999999,0.18954000000000001
347215,LAKE NORMAN HOME HEALTH,"170 MEDICAL PARK ROAD, SUITE 208",MOORESVILLE,NC,28117,397,281,16.0,8.7,4.3,2.3,0.3,0.3,0.2,1147504,1102880,1207138,0.6,52.0,18150.0,75,125.0,156.0,224.0,57.0,252.0,20.0,11.322109724511419,42.95054822107854,1.333392101551481,5.6916133884919144,2.3,0.24199,0.24911,0.41636999999999996,0.19217,0.37367,0.54448,0.41636999999999996,0.36655,0.4484,0.67972,0.6981227322404372,0.42349,0.1032,0.53381,0.04626,0.1637
678422,TRICARE HOME HEALTH SERVICES INC,5724 KENWICK,SAN ANTONIO,TX,78238,468,171,23.1,17.8,3.2,0.7,0.1,1.4,0.2,2334948,1243198,1279321,9.0,23.0,7846.0,70,80.0,91.0,55.0,116.0,38.0,37.0,11.322109724511419,95.0,0.0,5.6916133884919144,2.51,0.07017999999999999,0.27485,0.32164,0.09357,0.32749,0.5614,0.23976999999999998,0.39181,0.64327,0.62573,0.6981227322404372,0.52632,0.10525999999999999,0.5906399999999999,0.12280999999999999,0.09942000000000001
377199,"MARSHALL COUNTY HOME HEALTH, INC",112 SOUTH 1ST STREET,MADILL,OK,73446,186,49,8.0,5.2,0.5,0.1,0.0,2.2,0.0,201771,289824,350101,0.0,11.0,4173.0,79,19.0,30.0,34.0,15.0,44.0,0.0,0.0,0.0,1.333392101551481,5.6916133884919144,2.06,0.14286,0.42857,0.5918399999999999,0.08163,0.5102,0.63265,0.5918399999999999,0.5102,0.30612,0.61224,0.6981227322404372,0.6530600000000001,0.2449,0.5990698110211211,0.12245,0.08163
368276,"DIVERSIFIED HEALTH MANAGEMENT, INC","3569 REFUGEE ROAD, SUITE C",COLUMBUS,OH,43232,183,45,35.9,13.4,0.8,0.1,0.1,21.3,0.1,595318,422263,401063,9.1,82.65297817240103,37005.32767333738,67,15.0,30.0,294.5755592756049,123.72302541470096,16.0,16.0,11.0,0.0,1.333392101551481,5.6916133884919144,2.71,0.13333,0.17778,0.4,0.11110999999999999,0.28889000000000004,0.55556,0.26666999999999996,0.28889000000000004,0.55556,0.62222,0.6981227322404372,0.37778,0.11110999999999999,0.42222,0.13333,0.06667000000000001
